"Dataset","Tissue","Species","Method","Replicate","RefinementSelector","RefinementBudgetK","Bin","BinLower","BinUpper","N","Coverage","MeanConfidence","Accuracy","AbsCalibrationError"
"ZilionisLung","Lung","Human","DeepSeekCell-RandomK",3,"random-k",6,8,0.7,0.8,4,0.222222222222222,0.784,1,0.216
"ZilionisLung","Lung","Human","DeepSeekCell-RandomK",3,"random-k",6,9,0.8,0.9,1,0.0555555555555556,0.899,1,0.101
"ZilionisLung","Lung","Human","DeepSeekCell-RandomK",3,"random-k",6,10,0.9,1,1,0.0555555555555556,0.941,1,0.0590000000000001
"ZilionisLung","Lung","Human","DeepSeekCell-ConfidenceK",3,"confidence-k",6,1,0,0.1,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-ConfidenceK",3,"confidence-k",6,2,0.1,0.2,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-ConfidenceK",3,"confidence-k",6,3,0.2,0.3,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-ConfidenceK",3,"confidence-k",6,4,0.3,0.4,5,0.277777777777778,0.372,0,0.372
"ZilionisLung","Lung","Human","DeepSeekCell-ConfidenceK",3,"confidence-k",6,5,0.4,0.5,3,0.166666666666667,0.41,0,0.41
"ZilionisLung","Lung","Human","DeepSeekCell-ConfidenceK",3,"confidence-k",6,6,0.5,0.6,4,0.222222222222222,0.535,0,0.535
"ZilionisLung","Lung","Human","DeepSeekCell-ConfidenceK",3,"confidence-k",6,7,0.6,0.7,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-ConfidenceK",3,"confidence-k",6,8,0.7,0.8,2,0.111111111111111,0.798,0.5,0.298
"ZilionisLung","Lung","Human","DeepSeekCell-ConfidenceK",3,"confidence-k",6,9,0.8,0.9,4,0.222222222222222,0.8375,0.5,0.3375
"ZilionisLung","Lung","Human","DeepSeekCell-ConfidenceK",3,"confidence-k",6,10,0.9,1,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-FullRefined",3,"full",18,1,0,0.1,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-FullRefined",3,"full",18,2,0.1,0.2,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-FullRefined",3,"full",18,3,0.2,0.3,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-FullRefined",3,"full",18,4,0.3,0.4,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-FullRefined",3,"full",18,5,0.4,0.5,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-FullRefined",3,"full",18,6,0.5,0.6,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-FullRefined",3,"full",18,7,0.6,0.7,1,0.0555555555555556,0.698,1,0.302
"ZilionisLung","Lung","Human","DeepSeekCell-FullRefined",3,"full",18,8,0.7,0.8,2,0.111111111111111,0.798,0.5,0.298
"ZilionisLung","Lung","Human","DeepSeekCell-FullRefined",3,"full",18,9,0.8,0.9,14,0.777777777777778,0.838785714285714,0.571428571428571,0.267357142857143
"ZilionisLung","Lung","Human","DeepSeekCell-FullRefined",3,"full",18,10,0.9,1,1,0.0555555555555556,0.941,1,0.0590000000000001
